Real,Imaginary
-8.65325,0.57420
-8.65106,0.57359
-8.64887,0.57299
-8.64669,0.57238
-8.64450,0.57178
-8.64232,0.57117
-8.64015,0.57057
-8.63797,0.56997
-8.63580,0.56937
-8.63363,0.56876
-8.63146,0.56816
-8.62929,0.56756
-8.62712,0.56697
-8.62496,0.56637
-8.62280,0.56577
-8.62064,0.56517
-8.61848,0.56458
-8.61633,0.56398
-8.61418,0.56338
-8.61203,0.56279
-8.60988,0.56220
-8.60773,0.56160
-8.60559,0.56101
-8.60345,0.56042
-8.60131,0.55983
-8.59917,0.55924
-8.59703,0.55865
-8.59490,0.55806
-8.59277,0.55747
-8.59064,0.55688
-8.58851,0.55629
-8.58638,0.55571
-8.58426,0.55512
-8.58214,0.55454
-8.58002,0.55395
-8.57790,0.55337
-8.57579,0.55279
-8.57367,0.55220
-8.57156,0.55162
-8.56945,0.55104
-8.56735,0.55046
-8.56524,0.54988
-8.56314,0.54930
-8.56104,0.54872
-8.55894,0.54814
-8.55684,0.54757
-8.55475,0.54699
-8.55265,0.54641
-8.55056,0.54584
-8.54847,0.54526
-8.54639,0.54469
-8.54430,0.54412
-8.54222,0.54354
-8.54014,0.54297
-8.53806,0.54240
-8.53598,0.54183
-8.53391,0.54126
-8.53184,0.54069
-8.52977,0.54012
-8.52770,0.53955
-8.52563,0.53898
-8.52356,0.53842
-8.52150,0.53785
-8.51944,0.53728
-8.51738,0.53672
-8.51532,0.53615
-8.51327,0.53559
-8.51122,0.53503
-8.50916,0.53446
-8.50712,0.53390
-8.50507,0.53334
-8.50302,0.53278
-8.50098,0.53222
-8.49894,0.53166
-8.49690,0.53110
-8.49486,0.53054
-8.49283,0.52998
-8.49079,0.52943
-8.48876,0.52887
-8.48673,0.52831
-8.48470,0.52776
-8.48268,0.52720
-8.48065,0.52665
-8.47863,0.52610
-8.47661,0.52554
-8.47459,0.52499
-8.47258,0.52444
-8.47056,0.52389
-8.46855,0.52334
-8.46654,0.52279
-8.46453,0.52224
-8.46252,0.52169
-8.46052,0.52114
-8.45851,0.52059
-8.45651,0.52005
-8.45451,0.51950
-8.45252,0.51896
-8.45052,0.51841
-8.44853,0.51787
-8.44654,0.51732
-8.44455,0.51678
-8.44256,0.51624
-8.44057,0.51570
-8.43859,0.51515
-8.43660,0.51461
-8.43462,0.51407
-8.43265,0.51353
-8.43067,0.51299
-8.42869,0.51246
-8.42672,0.51192
-8.42475,0.51138
-8.42278,0.51084
-8.42081,0.51031
-8.41885,0.50977
-8.41688,0.50924
-8.41492,0.50870
-8.41296,0.50817
-8.41100,0.50764
-8.40905,0.50710
-8.40709,0.50657
-8.40514,0.50604
-8.40319,0.50551
-8.40124,0.50498
-8.39929,0.50445
-8.39734,0.50392
-8.39540,0.50339
-8.39346,0.50286
-8.39152,0.50234
-8.38958,0.50181
-8.38764,0.50128
-8.38571,0.50076
-8.38378,0.50023
-8.38185,0.49971
-8.37992,0.49919
-8.37799,0.49866
-8.37606,0.49814
-8.37414,0.49762
-8.37222,0.49710
-8.37030,0.49657
-8.36838,0.49605
-8.36646,0.49553
-8.36455,0.49501
-8.36263,0.49450
-8.36072,0.49398
-8.35881,0.49346
-8.35690,0.49294
-8.35500,0.49243
-8.35309,0.49191
-8.35119,0.49140
-8.34929,0.49088
-8.34739,0.49037
-8.34549,0.48985
-8.34360,0.48934
-8.34170,0.48883
-8.33981,0.48831
-8.33792,0.48780
-8.33603,0.48729
-8.33414,0.48678
-8.33226,0.48627
-8.33038,0.48576
-8.32849,0.48525
-8.32661,0.48475
-8.32474,0.48424
-8.32286,0.48373
-8.32098,0.48322
-8.31911,0.48272
-8.31724,0.48221
-8.31537,0.48171
-8.31350,0.48120
-8.31164,0.48070
-8.30977,0.48020
-8.30791,0.47969
-8.30605,0.47919
-8.30419,0.47869
-8.30233,0.47819
-8.30047,0.47769
-8.29862,0.47719
-8.29677,0.47669
-8.29492,0.47619
-8.29307,0.47569
-8.29122,0.47519
-8.28937,0.47470
-8.28753,0.47420
-8.28569,0.47370
-8.28385,0.47321
-8.28201,0.47271
-8.28017,0.47222
-8.27833,0.47172
-8.27650,0.47123
-8.27467,0.47074
-8.27284,0.47025
-8.27101,0.46975
-8.26918,0.46926
-8.26735,0.46877
-8.26553,0.46828
-8.26371,0.46779
-8.26189,0.46730
-8.26007,0.46681
-8.25825,0.46632
-8.25643,0.46584
-8.25462,0.46535
-8.25281,0.46486
-8.25100,0.46438
-8.24919,0.46389
-8.24738,0.46341
-8.24557,0.46292
-8.24377,0.46244
-8.24197,0.46195
-8.24017,0.46147
-8.23837,0.46099
-8.23657,0.46051
-8.23477,0.46002
-8.23298,0.45954
-8.23118,0.45906
-8.22939,0.45858
-8.22760,0.45810
-8.22582,0.45762
-8.22403,0.45715
-8.22224,0.45667
-8.22046,0.45619
-8.21868,0.45571
-8.21690,0.45524
-8.21512,0.45476
-8.21334,0.45429
-8.21157,0.45381
-8.20979,0.45334
-8.20802,0.45286
-8.20625,0.45239
-8.20448,0.45192
-8.20271,0.45144
-8.20095,0.45097
-8.19918,0.45050
-8.19742,0.45003
-8.19566,0.44956
-8.19390,0.44909
-8.19214,0.44862
-8.19039,0.44815
-8.18863,0.44768
-8.18688,0.44722
-8.18513,0.44675
-8.18338,0.44628
-8.18163,0.44582
-8.17988,0.44535
-8.17814,0.44488
-8.17639,0.44442
-8.17465,0.44396
-8.17291,0.44349
-8.17117,0.44303
-8.16943,0.44257
-8.16770,0.44210
-8.16596,0.44164
-8.16423,0.44118
-8.16250,0.44072
-8.16077,0.44026
-8.15904,0.43980
-8.15731,0.43934
-8.15559,0.43888
-8.15386,0.43842
-8.15214,0.43796
-8.15042,0.43751
-8.14870,0.43705
-8.14699,0.43659
-8.14527,0.43614
-8.14355,0.43568
-8.14184,0.43523
-8.14013,0.43477
-8.13842,0.43432
-8.13671,0.43386
-8.13500,0.43341
-8.13330,0.43296
-8.13159,0.43251
-8.12989,0.43205
-8.12819,0.43160
-8.12649,0.43115
-8.12479,0.43070
-8.12310,0.43025
-8.12140,0.42980
-8.11971,0.42935
-8.11802,0.42890
-8.11633,0.42846
-8.11464,0.42801
-8.11295,0.42756
-8.11126,0.42712
-8.10958,0.42667
-8.10790,0.42622
-8.10621,0.42578
-8.10453,0.42533
-8.10286,0.42489
-8.10118,0.42445
-8.09950,0.42400
-8.09783,0.42356
-8.09616,0.42312
-8.09448,0.42268
-8.09281,0.42223
-8.09115,0.42179
-8.08948,0.42135
-8.08781,0.42091
-8.08615,0.42047
-8.08449,0.42003
-8.08283,0.41960
-8.08117,0.41916
-8.07951,0.41872
-8.07785,0.41828
-8.07620,0.41785
-8.07454,0.41741
-8.07289,0.41697
-8.07124,0.41654
-8.06959,0.41610
-8.06794,0.41567
-8.06630,0.41524
-8.06465,0.41480
-8.06301,0.41437
-8.06136,0.41394
-8.05972,0.41350
-8.05808,0.41307
-8.05645,0.41264
-8.05481,0.41221
-8.05317,0.41178
-8.05154,0.41135
-8.04991,0.41092
-8.04828,0.41049
-8.04665,0.41006
-8.04502,0.40963
-8.04339,0.40921
-8.04177,0.40878
-8.04014,0.40835
-8.03852,0.40793
-8.03690,0.40750
-8.03528,0.40707
-8.03366,0.40665
-8.03205,0.40622
-8.03043,0.40580
-8.02882,0.40538
-8.02720,0.40495
-8.02559,0.40453
-8.02398,0.40411
-8.02237,0.40369
-8.02077,0.40326
-8.01916,0.40284
-8.01756,0.40242
-8.01595,0.40200
-8.01435,0.40158
-8.01275,0.40116
-8.01115,0.40074
-8.00956,0.40033
-8.00796,0.39991
-8.00636,0.39949
-8.00477,0.39907
-8.00318,0.39866
-8.00159,0.39824
-8.00000,0.39782
-7.99841,0.39741
-7.99683,0.39699
-7.99524,0.39658
-7.99366,0.39617
-7.99207,0.39575
-7.99049,0.39534
-7.98891,0.39493
-7.98734,0.39451
-7.98576,0.39410
-7.98418,0.39369
-7.98261,0.39328
-7.98104,0.39287
-7.97946,0.39246
-7.97789,0.39205
-7.97633,0.39164
-7.97476,0.39123
-7.97319,0.39082
-7.97163,0.39041
-7.97006,0.39000
-7.96850,0.38960
-7.96694,0.38919
-7.96538,0.38878
-7.96382,0.38838
-7.96227,0.38797
-7.96071,0.38757
-7.95916,0.38716
-7.95760,0.38676
-7.95605,0.38635
-7.95450,0.38595
-7.95295,0.38555
-7.95141,0.38514
-7.94986,0.38474
-7.94831,0.38434
-7.94677,0.38394
-7.94523,0.38354
-7.94369,0.38314
-7.94215,0.38274
-7.94061,0.38234
-7.93907,0.38194
-7.93754,0.38154
-7.93600,0.38114
-7.93447,0.38074
-7.93294,0.38034
-7.93141,0.37995
-7.92988,0.37955
-7.92835,0.37915
-7.92682,0.37876
-7.92530,0.37836
-7.92377,0.37797
-7.92225,0.37757
-7.92073,0.37718
-7.91921,0.37678
-7.91769,0.37639
-7.91617,0.37600
-7.91466,0.37560
-7.91314,0.37521
-7.91163,0.37482
-7.91011,0.37443
-7.90860,0.37404
-7.90709,0.37365
-7.90558,0.37325
-7.90408,0.37286
-7.90257,0.37248
-7.90107,0.37209
-7.89956,0.37170
-7.89806,0.37131
-7.89656,0.37092
-7.89506,0.37053
-7.89356,0.37015
-7.89206,0.36976
-7.89057,0.36937
-7.88907,0.36899
-7.88758,0.36860
-7.88609,0.36822
-7.88459,0.36783
-7.88310,0.36745
-7.88162,0.36706
-7.88013,0.36668
-7.87864,0.36629
-7.87716,0.36591
-7.87567,0.36553
-7.87419,0.36515
-7.87271,0.36477
-7.87123,0.36438
-7.86975,0.36400
-7.86827,0.36362
-7.86680,0.36324
-7.86532,0.36286
-7.86385,0.36248
-7.86238,0.36210
-7.86091,0.36173
-7.85944,0.36135
-7.85797,0.36097
-7.85650,0.36059
-7.85503,0.36021
-7.85357,0.35984
-7.85210,0.35946
-7.85064,0.35909
-7.84918,0.35871
-7.84772,0.35834
-7.84626,0.35796
-7.84480,0.35759
-7.84335,0.35721
-7.84189,0.35684
-7.84044,0.35647
-7.83898,0.35609
-7.83753,0.35572
-7.83608,0.35535
-7.83463,0.35498
-7.83319,0.35460
-7.83174,0.35423
-7.83029,0.35386
-7.82885,0.35349
-7.82740,0.35312
-7.82596,0.35275
-7.82452,0.35238
-7.82308,0.35202
-7.82164,0.35165
-7.82021,0.35128
-7.81877,0.35091
-7.81733,0.35054
-7.81590,0.35018
-7.81447,0.34981
-7.81304,0.34945
-7.81161,0.34908
-7.81018,0.34871
-7.80875,0.34835
-7.80732,0.34798
-7.80590,0.34762
-7.80447,0.34726
-7.80305,0.34689
-7.80163,0.34653
-7.80021,0.34617
-7.79879,0.34580
-7.79737,0.34544
-7.79595,0.34508
-7.79454,0.34472
-7.79312,0.34436
-7.79171,0.34400
-7.79029,0.34364
-7.78888,0.34328
-7.78747,0.34292
-7.78606,0.34256
-7.78466,0.34220
-7.78325,0.34184
-7.78184,0.34148
-7.78044,0.34113
-7.77903,0.34077
-7.77763,0.34041
-7.77623,0.34006
-7.77483,0.33970
-7.77343,0.33934
-7.77203,0.33899
-7.77064,0.33863
-7.76924,0.33828
-7.76785,0.33792
-7.76646,0.33757
-7.76506,0.33722
-7.76367,0.33686
-7.76228,0.33651
-7.76089,0.33616
-7.75951,0.33580
-7.75812,0.33545
-7.75674,0.33510
-7.75535,0.33475
-7.75397,0.33440
-7.75259,0.33405
-7.75121,0.33370
-7.74983,0.33335
-7.74845,0.33300
-7.74707,0.33265
-7.74570,0.33230
-7.74432,0.33195
-7.74295,0.33161
-7.74157,0.33126
-7.74020,0.33091
-7.73883,0.33056
-7.73746,0.33022
-7.73609,0.32987
-7.73473,0.32952
-7.73336,0.32918
-7.73200,0.32883
-7.73063,0.32849
-7.72927,0.32814
-7.72791,0.32780
-7.72655,0.32746
-7.72519,0.32711
-7.72383,0.32677
-7.72247,0.32643
-7.72112,0.32608
-7.71976,0.32574
-7.71841,0.32540
-7.71705,0.32506
-7.71570,0.32472
-7.71435,0.32438
-7.71300,0.32404
-7.71165,0.32370
-7.71031,0.32336
-7.70896,0.32302
-7.70761,0.32268
-7.70627,0.32234
-7.70493,0.32200
-7.70359,0.32166
-7.70224,0.32133
-7.70090,0.32099
-7.69957,0.32065
-7.69823,0.32031
-7.69689,0.31998
-7.69556,0.31964
-7.69422,0.31931
-7.69289,0.31897
-7.69156,0.31864
-7.69022,0.31830
-7.68889,0.31797
-7.68757,0.31763
-7.68624,0.31730
-7.68491,0.31697
-7.68359,0.31663
-7.68226,0.31630
-7.68094,0.31597
-7.67961,0.31564
-7.67829,0.31530
-7.67697,0.31497
-7.67565,0.31464
-7.67433,0.31431
-7.67302,0.31398
-7.67170,0.31365
-7.67039,0.31332
-7.66907,0.31299
-7.66776,0.31266
-7.66645,0.31233
-7.66513,0.31201
-7.66382,0.31168
-7.66252,0.31135
-7.66121,0.31102
-7.65990,0.31070
-7.65860,0.31037
-7.65729,0.31004
-7.65599,0.30972
-7.65468,0.30939
-7.65338,0.30907
-7.65208,0.30874
-7.65078,0.30842
-7.64948,0.30809
-7.64819,0.30777
-7.64689,0.30744
-7.64559,0.30712
-7.64430,0.30680
-7.64301,0.30647
-7.64171,0.30615
-7.64042,0.30583
-7.63913,0.30551
-7.63784,0.30519
-7.63656,0.30487
-7.63527,0.30454
-7.63398,0.30422
-7.63270,0.30390
-7.63141,0.30358
-7.63013,0.30326
-7.62885,0.30294
-7.62757,0.30263
-7.62629,0.30231
-7.62501,0.30199
-7.62373,0.30167
-7.62245,0.30135
-7.62118,0.30104
-7.61990,0.30072
-7.61863,0.30040
-7.61736,0.30009
-7.61608,0.29977
-7.61481,0.29945
-7.61354,0.29914
-7.61227,0.29882
-7.61101,0.29851
-7.60974,0.29819
-7.60847,0.29788
-7.60721,0.29756
-7.60594,0.29725
-7.60468,0.29694
-7.60342,0.29663
-7.60216,0.29631
-7.60090,0.29600
-7.59964,0.29569
-7.59838,0.29538
-7.59712,0.29506
-7.59587,0.29475
-7.59461,0.29444
-7.59336,0.29413
-7.59211,0.29382
-7.59086,0.29351
-7.58960,0.29320
-7.58835,0.29289
-7.58711,0.29258
-7.58586,0.29228
-7.58461,0.29197
-7.58336,0.29166
-7.58212,0.29135
-7.58087,0.29104
-7.57963,0.29074
-7.57839,0.29043
-7.57715,0.29012
-7.57591,0.28982
-7.57467,0.28951
-7.57343,0.28921
-7.57219,0.28890
-7.57096,0.28860
-7.56972,0.28829
-7.56849,0.28799
-7.56725,0.28768
-7.56602,0.28738
-7.56479,0.28707
-7.56356,0.28677
-7.56233,0.28647
-7.56110,0.28617
-7.55987,0.28586
-7.55865,0.28556
-7.55742,0.28526
-7.55620,0.28496
-7.55497,0.28466
-7.55375,0.28436
-7.55253,0.28406
-7.55131,0.28376
-7.55009,0.28346
-7.54887,0.28316
-7.54765,0.28286
-7.54643,0.28256
-7.54522,0.28226
-7.54400,0.28196
-7.54279,0.28166
-7.54157,0.28136
-7.54036,0.28107
-7.53915,0.28077
-7.53794,0.28047
-7.53673,0.28018
-7.53552,0.27988
-7.53431,0.27958
-7.53311,0.27929
-7.53190,0.27899
-7.53070,0.27870
-7.52949,0.27840
-7.52829,0.27811
-7.52709,0.27781
-7.52589,0.27752
-7.52469,0.27722
-7.52349,0.27693
-7.52229,0.27664
-7.52109,0.27635
-7.51989,0.27605
-7.51870,0.27576
-7.51750,0.27547
-7.51631,0.27518
-7.51512,0.27488
-7.51393,0.27459
-7.51274,0.27430
-7.51155,0.27401
-7.51036,0.27372
-7.50917,0.27343
-7.50798,0.27314
-7.50679,0.27285
-7.50561,0.27256
-7.50442,0.27227
-7.50324,0.27199
-7.50206,0.27170
-7.50088,0.27141
-7.49970,0.27112
-7.49852,0.27083
-7.49734,0.27055
-7.49616,0.27026
-7.49498,0.26997
-7.49381,0.26969
-7.49263,0.26940
-7.49146,0.26912
-7.49028,0.26883
-7.48911,0.26854
-7.48794,0.26826
-7.48677,0.26797
-7.48560,0.26769
-7.48443,0.26741
-7.48326,0.26712
-7.48209,0.26684
-7.48093,0.26656
-7.47976,0.26627
-7.47860,0.26599
-7.47743,0.26571
-7.47627,0.26543
-7.47511,0.26514
-7.47395,0.26486
-7.47279,0.26458
-7.47163,0.26430
-7.47047,0.26402
-7.46931,0.26374
-7.46816,0.26346
-7.46700,0.26318
-7.46585,0.26290
-7.46469,0.26262
-7.46354,0.26234
-7.46239,0.26206
-7.46124,0.26178
-7.46009,0.26150
-7.45894,0.26123
-7.45779,0.26095
-7.45664,0.26067
-7.45549,0.26039
-7.45435,0.26012
-7.45320,0.25984
-7.45206,0.25956
-7.45091,0.25929
-7.44977,0.25901
-7.44863,0.25874
-7.44749,0.25846
-7.44635,0.25819
-7.44521,0.25791
-7.44407,0.25764
-7.44294,0.25736
-7.44180,0.25709
-7.44066,0.25681
-7.43953,0.25654
-7.43840,0.25627
-7.43726,0.25599
-7.43613,0.25572
-7.43500,0.25545
-7.43387,0.25518
-7.43274,0.25491
-7.43161,0.25463
-7.43048,0.25436
-7.42936,0.25409
-7.42823,0.25382
-7.42711,0.25355
-7.42598,0.25328
-7.42486,0.25301
-7.42374,0.25274
-7.42261,0.25247
-7.42149,0.25220
-7.42037,0.25193
-7.41925,0.25166
-7.41814,0.25140
-7.41702,0.25113
-7.41590,0.25086
-7.41479,0.25059
-7.41367,0.25032
-7.41256,0.25006
-7.41144,0.24979
-7.41033,0.24952
-7.40922,0.24926
-7.40811,0.24899
-7.40700,0.24873
-7.40589,0.24846
-7.40478,0.24819
-7.40368,0.24793
-7.40257,0.24767
-7.40146,0.24740
-7.40036,0.24714
-7.39925,0.24687
-7.39815,0.24661
-7.39705,0.24635
-7.39595,0.24608
-7.39485,0.24582
-7.39375,0.24556
-7.39265,0.24529
-7.39155,0.24503
-7.39045,0.24477
-7.38936,0.24451
-7.38826,0.24425
-7.38717,0.24399
-7.38607,0.24372
-7.38498,0.24346
-7.38389,0.24320
-7.38279,0.24294
-7.38170,0.24268
-7.38061,0.24242
-7.37952,0.24216
-7.37844,0.24190
-7.37735,0.24165
-7.37626,0.24139
-7.37518,0.24113
-7.37409,0.24087
-7.37301,0.24061
-7.37192,0.24036
-7.37084,0.24010
-7.36976,0.23984
-7.36868,0.23958
-7.36760,0.23933
-7.36652,0.23907
-7.36544,0.23881
-7.36436,0.23856
-7.36329,0.23830
-7.36221,0.23805
-7.36113,0.23779
-7.36006,0.23754
-7.35899,0.23728
-7.35791,0.23703
-7.35684,0.23677
-7.35577,0.23652
-7.35470,0.23627
-7.35363,0.23601
-7.35256,0.23576
-7.35149,0.23551
-7.35043,0.23525
-7.34936,0.23500
-7.34829,0.23475
-7.34723,0.23450
-7.34617,0.23425
-7.34510,0.23400
-7.34404,0.23374
-7.34298,0.23349
-7.34192,0.23324
-7.34086,0.23299
-7.33980,0.23274
-7.33874,0.23249
-7.33768,0.23224
-7.33663,0.23199
-7.33557,0.23174
-7.33451,0.23149
-7.33346,0.23125
-7.33241,0.23100
-7.33135,0.23075
-7.33030,0.23050
-7.32925,0.23025
-7.32820,0.23001
-7.32715,0.22976
-7.32610,0.22951
-7.32505,0.22926
-7.32400,0.22902
-7.32296,0.22877
-7.32191,0.22852
-7.32087,0.22828
-7.31982,0.22803
-7.31878,0.22779
-7.31774,0.22754
-7.31669,0.22730
-7.31565,0.22705
-7.31461,0.22681
-7.31357,0.22656
-7.31253,0.22632
-7.31149,0.22608
-7.31046,0.22583
-7.30942,0.22559
-7.30838,0.22535
-7.30735,0.22510
-7.30632,0.22486
-7.30528,0.22462
-7.30425,0.22438
-7.30322,0.22414
-7.30219,0.22389
-7.30115,0.22365
-7.30013,0.22341
-7.29910,0.22317
-7.29807,0.22293
-7.29704,0.22269
-7.29601,0.22245
-7.29499,0.22221
-7.29396,0.22197
-7.29294,0.22173
-7.29191,0.22149
-7.29089,0.22125
-7.28987,0.22101
-7.28885,0.22077
-7.28783,0.22054
-7.28681,0.22030
-7.28579,0.22006
-7.28477,0.21982
-7.28375,0.21958
-7.28274,0.21935
-7.28172,0.21911
-7.28070,0.21887
-7.27969,0.21864
-7.27868,0.21840
-7.27766,0.21816
-7.27665,0.21793
-7.27564,0.21769
-7.27463,0.21746
-7.27362,0.21722
-7.27261,0.21699
-7.27160,0.21675
-7.27059,0.21652
-7.26958,0.21628
-7.26858,0.21605
-7.26757,0.21582
-7.26657,0.21558
-7.26556,0.21535
-7.26456,0.21512
-7.26356,0.21488
-7.26255,0.21465
-7.26155,0.21442
-7.26055,0.21419
-7.25955,0.21395
-7.25855,0.21372
-7.25756,0.21349
-7.25656,0.21326
-7.25556,0.21303
-7.25456,0.21280
-7.25357,0.21257
-7.25257,0.21234
-7.25158,0.21211
-7.25059,0.21188
-7.24959,0.21165
-7.24860,0.21142
-7.24761,0.21119
-7.24662,0.21096
-7.24563,0.21073
-7.24464,0.21050
-7.24366,0.21027
-7.24267,0.21004
-7.24168,0.20982
-7.24069,0.20959
-7.23971,0.20936
-7.23873,0.20913
-7.23774,0.20891
-7.23676,0.20868
-7.23578,0.20845
-7.23479,0.20823
-7.23381,0.20800
-7.23283,0.20777
-7.23185,0.20755
-7.23087,0.20732
-7.22990,0.20710
-7.22892,0.20687
-7.22794,0.20665
-7.22697,0.20642
-7.22599,0.20620
-7.22502,0.20597
-7.22404,0.20575
-7.22307,0.20552
-7.22210,0.20530
-7.22113,0.20508
-7.22015,0.20485
-7.21918,0.20463
-7.21821,0.20441
-7.21725,0.20419
-7.21628,0.20396
-7.21531,0.20374
-7.21434,0.20352
-7.21338,0.20330
-7.21241,0.20308
-7.21145,0.20286
-7.21048,0.20263
-7.20952,0.20241
-7.20856,0.20219
-7.20760,0.20197
-7.20664,0.20175
-7.20567,0.20153
-7.20471,0.20131
-7.20376,0.20109
-7.20280,0.20087
-7.20184,0.20065
-7.20088,0.20044
-7.19993,0.20022
-7.19897,0.20000
-7.19802,0.19978
-7.19706,0.19956
-7.19611,0.19934
-7.19516,0.19913
-7.19420,0.19891
-7.19325,0.19869
-7.19230,0.19847
-7.19135,0.19826
-7.19040,0.19804
-7.18945,0.19782
-7.18851,0.19761
-7.18756,0.19739
-7.18661,0.19718
-7.18567,0.19696
-7.18472,0.19675
-7.18378,0.19653
-7.18283,0.19632
-7.18189,0.19610
-7.18095,0.19589
-7.18000,0.19567
-7.17906,0.19546
-7.17812,0.19524
-7.17718,0.19503
-7.17624,0.19482
-7.17531,0.19460
-7.17437,0.19439
-7.17343,0.19418
-7.17249,0.19396
-7.17156,0.19375
-7.17062,0.19354
-7.16969,0.19333
-7.16875,0.19312
-7.16782,0.19290
-7.16689,0.19269
-7.16596,0.19248
-7.16503,0.19227
-7.16410,0.19206
-7.16317,0.19185
-7.16224,0.19164
-7.16131,0.19143
-7.16038,0.19122
-7.15945,0.19101
-7.15853,0.19080
-7.15760,0.19059
-7.15668,0.19038
-7.15575,0.19017
-7.15483,0.18996
-7.15391,0.18975
-7.15298,0.18954
-7.15206,0.18934
-7.15114,0.18913
-7.15022,0.18892
-7.14930,0.18871
-7.14838,0.18851
-7.14746,0.18830
-7.14655,0.18809
-7.14563,0.18788
-7.14471,0.18768
-7.14380,0.18747
-7.14288,0.18727
-7.14197,0.18706
-7.14105,0.18685
-7.14014,0.18665
-7.13923,0.18644
-7.13832,0.18624
-7.13741,0.18603
-7.13649,0.18583
-7.13558,0.18562
-7.13468,0.18542
-7.13377,0.18521
-7.13286,0.18501
-7.13195,0.18481
-7.13105,0.18460
-7.13014,0.18440
-7.12923,0.18420
-7.12833,0.18399
-7.12743,0.18379
-7.12652,0.18359
-7.12562,0.18338
-7.12472,0.18318
-7.12382,0.18298
-7.12291,0.18278
-7.12201,0.18258
-7.12111,0.18237
-7.12022,0.18217
-7.11932,0.18197
-7.11842,0.18177
-7.11752,0.18157
-7.11663,0.18137
-7.11573,0.18117
-7.11484,0.18097
-7.11394,0.18077
-7.11305,0.18057
-7.11216,0.18037
-7.11126,0.18017
-7.11037,0.17997
-7.10948,0.17977
-7.10859,0.17957
-7.10770,0.17937
-7.10681,0.17918
-7.10592,0.17898
-7.10503,0.17878
-7.10415,0.17858
-7.10326,0.17838
-7.10237,0.17819
-7.10149,0.17799
-7.10060,0.17779
-7.09972,0.17760
-7.09883,0.17740
-7.09795,0.17720
-7.09707,0.17701
-7.09619,0.17681
-7.09531,0.17661
-7.09443,0.17642
-7.09355,0.17622
-7.09267,0.17603
-7.09179,0.17583
-7.09091,0.17564
-7.09003,0.17544
-7.08916,0.17525
-7.08828,0.17505
-7.08740,0.17486
-7.08653,0.17466
-7.08565,0.17447
-7.08478,0.17428
-7.08391,0.17408
-7.08304,0.17389
-7.08216,0.17370
-7.08129,0.17350
-7.08042,0.17331
-7.07955,0.17312
-7.07868,0.17293
-7.07781,0.17273
-7.07695,0.17254
-7.07608,0.17235
-7.07521,0.17216
-7.07435,0.17197
-7.07348,0.17177
-7.07261,0.17158
-7.07175,0.17139
-7.07089,0.17120
-7.07002,0.17101
-7.06916,0.17082
-7.06830,0.17063
-7.06744,0.17044
-7.06658,0.17025
-7.06572,0.17006
-7.06486,0.16987
-7.06400,0.16968
-7.06314,0.16949
-7.06228,0.16930
-7.06142,0.16911
-7.06057,0.16893
-7.05971,0.16874
-7.05886,0.16855
-7.05800,0.16836
-7.05715,0.16817
-7.05629,0.16799
-7.05544,0.16780
-7.05459,0.16761
-7.05374,0.16742
-7.05289,0.16724
-7.05204,0.16705
-7.05119,0.16686
-7.05034,0.16668
-7.04949,0.16649
-7.04864,0.16630
-7.04779,0.16612
-7.04695,0.16593
-7.04610,0.16575
-7.04525,0.16556
-7.04441,0.16538
-7.04356,0.16519
-7.04272,0.16501
-7.04188,0.16482
-7.04103,0.16464
-7.04019,0.16445
-7.03935,0.16427
-7.03851,0.16409
-7.03767,0.16390
-7.03683,0.16372
-7.03599,0.16353
-7.03515,0.16335
-7.03431,0.16317
-7.03348,0.16299
-7.03264,0.16280
-7.03180,0.16262
-7.03097,0.16244
-7.03013,0.16226
-7.02930,0.16207
-7.02846,0.16189
-7.02763,0.16171
-7.02680,0.16153
-7.02597,0.16135
-7.02513,0.16117
-7.02430,0.16099
-7.02347,0.16080
-7.02264,0.16062
-7.02181,0.16044
-7.02099,0.16026
-7.02016,0.16008
-7.01933,0.15990
-7.01850,0.15972
-7.01768,0.15954
-7.01685,0.15936
-7.01603,0.15919
-7.01520,0.15901
-7.01438,0.15883
-7.01355,0.15865
-7.01273,0.15847
-7.01191,0.15829
-7.01109,0.15811
-7.01027,0.15794
-7.00944,0.15776
-7.00862,0.15758
-7.00781,0.15740
-7.00699,0.15723
-7.00617,0.15705
-7.00535,0.15687
-7.00453,0.15669
-7.00372,0.15652
-7.00290,0.15634
-7.00208,0.15616
-7.00127,0.15599
-7.00046,0.15581
-6.99964,0.15564
-6.99883,0.15546
-6.99802,0.15529
-6.99720,0.15511
-6.99639,0.15494
-6.99558,0.15476
-6.99477,0.15459
-6.99396,0.15441
-6.99315,0.15424
-6.99234,0.15406
-6.99154,0.15389
-6.99073,0.15371
-6.98992,0.15354
-6.98912,0.15337
-6.98831,0.15319
-6.98750,0.15302
-6.98670,0.15285
-6.98590,0.15267
-6.98509,0.15250
-6.98429,0.15233
-6.98349,0.15216
-6.98268,0.15198
-6.98188,0.15181
-6.98108,0.15164
-6.98028,0.15147
-6.97948,0.15130
-6.97868,0.15112
-6.97788,0.15095
-6.97709,0.15078
-6.97629,0.15061
-6.97549,0.15044
-6.97470,0.15027
-6.97390,0.15010
-6.97310,0.14993
-6.97231,0.14976
-6.97152,0.14959
-6.97072,0.14942
-6.96993,0.14925
-6.96914,0.14908
-6.96834,0.14891
-6.96755,0.14874
-6.96676,0.14857
-6.96597,0.14840
-6.96518,0.14823
-6.96439,0.14807
-6.96360,0.14790
-6.96282,0.14773
