Real,Imaginary
2.07043,-8.41342
2.07010,-8.41227
2.06977,-8.41112
2.06945,-8.40997
2.06912,-8.40882
2.06879,-8.40768
2.06847,-8.40653
2.06814,-8.40539
2.06782,-8.40424
2.06749,-8.40310
2.06717,-8.40196
2.06685,-8.40082
2.06653,-8.39968
2.06621,-8.39854
2.06589,-8.39740
2.06557,-8.39626
2.06525,-8.39513
2.06494,-8.39399
2.06462,-8.39286
2.06431,-8.39172
2.06399,-8.39059
2.06368,-8.38946
2.06337,-8.38833
2.06305,-8.38720
2.06274,-8.38607
2.06243,-8.38494
2.06212,-8.38382
2.06181,-8.38269
2.06151,-8.38157
2.06120,-8.38045
2.06089,-8.37932
2.06059,-8.37820
2.06028,-8.37708
2.05998,-8.37596
2.05968,-8.37484
2.05937,-8.37373
2.05907,-8.37261
2.05877,-8.37149
2.05847,-8.37038
2.05817,-8.36926
2.05787,-8.36815
2.05758,-8.36704
2.05728,-8.36593
2.05698,-8.36482
2.05669,-8.36371
2.05640,-8.36260
2.05610,-8.36150
2.05581,-8.36039
2.05552,-8.35929
2.05523,-8.35818
2.05494,-8.35708
2.05465,-8.35598
2.05436,-8.35488
2.05407,-8.35377
2.05378,-8.35268
2.05350,-8.35158
2.05321,-8.35048
2.05293,-8.34938
2.05264,-8.34829
2.05236,-8.34719
2.05208,-8.34610
2.05179,-8.34501
2.05151,-8.34392
2.05123,-8.34283
2.05095,-8.34174
2.05068,-8.34065
2.05040,-8.33956
2.05012,-8.33847
2.04985,-8.33739
2.04957,-8.33630
2.04930,-8.33522
2.04902,-8.33414
2.04875,-8.33305
2.04848,-8.33197
2.04821,-8.33089
2.04794,-8.32981
2.04767,-8.32874
2.04740,-8.32766
2.04713,-8.32658
2.04686,-8.32551
2.04659,-8.32443
2.04633,-8.32336
2.04606,-8.32229
2.04580,-8.32121
2.04554,-8.32014
2.04527,-8.31907
2.04501,-8.31800
2.04475,-8.31694
2.04449,-8.31587
2.04423,-8.31480
2.04397,-8.31374
2.04371,-8.31268
2.04346,-8.31161
2.04320,-8.31055
2.04294,-8.30949
2.04269,-8.30843
2.04244,-8.30737
2.04218,-8.30631
2.04193,-8.30525
2.04168,-8.30420
2.04143,-8.30314
2.04118,-8.30209
2.04093,-8.30103
2.04068,-8.29998
2.04043,-8.29893
2.04018,-8.29788
2.03994,-8.29683
2.03969,-8.29578
2.03945,-8.29473
2.03920,-8.29368
2.03896,-8.29264
2.03872,-8.29159
2.03848,-8.29055
2.03824,-8.28950
2.03800,-8.28846
2.03776,-8.28742
2.03752,-8.28638
2.03728,-8.28534
2.03704,-8.28430
2.03681,-8.28326
2.03657,-8.28222
2.03634,-8.28119
2.03610,-8.28015
2.03587,-8.27912
2.03564,-8.27808
2.03541,-8.27705
2.03518,-8.27602
2.03495,-8.27499
2.03472,-8.27396
2.03449,-8.27293
2.03426,-8.27190
2.03403,-8.27088
2.03381,-8.26985
2.03358,-8.26883
2.03336,-8.26780
2.03313,-8.26678
2.03291,-8.26576
2.03269,-8.26473
2.03247,-8.26371
2.03225,-8.26269
2.03203,-8.26168
2.03181,-8.26066
2.03159,-8.25964
2.03137,-8.25863
2.03115,-8.25761
2.03094,-8.25660
2.03072,-8.25558
2.03051,-8.25457
2.03029,-8.25356
2.03008,-8.25255
2.02987,-8.25154
2.02966,-8.25053
2.02945,-8.24952
2.02924,-8.24852
2.02903,-8.24751
2.02882,-8.24650
2.02861,-8.24550
2.02840,-8.24450
2.02820,-8.24350
2.02799,-8.24249
2.02779,-8.24149
2.02758,-8.24049
2.02738,-8.23950
2.02718,-8.23850
2.02698,-8.23750
2.02678,-8.23650
2.02658,-8.23551
2.02638,-8.23452
2.02618,-8.23352
2.02598,-8.23253
2.02578,-8.23154
2.02559,-8.23055
2.02539,-8.22956
2.02520,-8.22857
2.02500,-8.22758
2.02481,-8.22659
2.02462,-8.22561
2.02443,-8.22462
2.02424,-8.22364
2.02405,-8.22265
2.02386,-8.22167
2.02367,-8.22069
2.02348,-8.21971
2.02329,-8.21873
2.02311,-8.21775
2.02292,-8.21677
2.02274,-8.21580
2.02255,-8.21482
2.02237,-8.21384
2.02219,-8.21287
2.02201,-8.21190
2.02183,-8.21092
2.02164,-8.20995
2.02147,-8.20898
2.02129,-8.20801
2.02111,-8.20704
2.02093,-8.20607
2.02076,-8.20511
2.02058,-8.20414
2.02040,-8.20317
2.02023,-8.20221
2.02006,-8.20125
2.01988,-8.20028
2.01971,-8.19932
2.01954,-8.19836
2.01937,-8.19740
2.01920,-8.19644
2.01903,-8.19548
2.01886,-8.19452
2.01870,-8.19357
2.01853,-8.19261
2.01837,-8.19166
2.01820,-8.19070
2.01804,-8.18975
2.01787,-8.18880
2.01771,-8.18784
2.01755,-8.18689
2.01739,-8.18594
2.01723,-8.18500
2.01707,-8.18405
2.01691,-8.18310
2.01675,-8.18215
2.01659,-8.18121
2.01643,-8.18026
2.01628,-8.17932
2.01612,-8.17838
2.01597,-8.17744
2.01581,-8.17650
2.01566,-8.17556
2.01551,-8.17462
2.01536,-8.17368
2.01521,-8.17274
2.01506,-8.17180
2.01491,-8.17087
2.01476,-8.16993
2.01461,-8.16900
2.01446,-8.16807
2.01432,-8.16713
2.01417,-8.16620
2.01403,-8.16527
2.01388,-8.16434
2.01374,-8.16341
2.01360,-8.16249
2.01346,-8.16156
2.01332,-8.16063
2.01318,-8.15971
2.01304,-8.15878
2.01290,-8.15786
2.01276,-8.15694
2.01262,-8.15601
2.01249,-8.15509
2.01235,-8.15417
2.01221,-8.15325
2.01208,-8.15234
2.01195,-8.15142
2.01181,-8.15050
2.01168,-8.14959
2.01155,-8.14867
2.01142,-8.14776
2.01129,-8.14684
2.01116,-8.14593
2.01103,-8.14502
2.01091,-8.14411
2.01078,-8.14320
2.01065,-8.14229
2.01053,-8.14138
2.01040,-8.14048
2.01028,-8.13957
2.01016,-8.13866
2.01003,-8.13776
2.00991,-8.13686
2.00979,-8.13595
2.00967,-8.13505
2.00955,-8.13415
2.00943,-8.13325
2.00932,-8.13235
2.00920,-8.13145
2.00908,-8.13055
2.00897,-8.12966
2.00885,-8.12876
2.00874,-8.12787
2.00862,-8.12697
2.00851,-8.12608
2.00840,-8.12518
2.00829,-8.12429
2.00818,-8.12340
2.00807,-8.12251
2.00796,-8.12162
2.00785,-8.12073
2.00774,-8.11985
2.00764,-8.11896
2.00753,-8.11807
2.00743,-8.11719
2.00732,-8.11631
2.00722,-8.11542
2.00712,-8.11454
2.00701,-8.11366
2.00691,-8.11278
2.00681,-8.11190
2.00671,-8.11102
2.00661,-8.11014
2.00651,-8.10926
2.00642,-8.10839
2.00632,-8.10751
2.00622,-8.10664
2.00613,-8.10576
2.00603,-8.10489
2.00594,-8.10402
2.00585,-8.10315
2.00575,-8.10228
2.00566,-8.10141
2.00557,-8.10054
2.00548,-8.09967
2.00539,-8.09880
2.00530,-8.09793
2.00521,-8.09707
2.00513,-8.09620
2.00504,-8.09534
2.00495,-8.09448
2.00487,-8.09362
2.00478,-8.09275
2.00470,-8.09189
2.00462,-8.09103
2.00454,-8.09018
2.00445,-8.08932
2.00437,-8.08846
2.00429,-8.08760
2.00421,-8.08675
2.00414,-8.08589
2.00406,-8.08504
2.00398,-8.08419
2.00390,-8.08334
2.00383,-8.08248
2.00375,-8.08163
2.00368,-8.08078
2.00361,-8.07994
2.00353,-8.07909
2.00346,-8.07824
2.00339,-8.07739
2.00332,-8.07655
2.00325,-8.07570
2.00318,-8.07486
2.00311,-8.07402
2.00305,-8.07318
2.00298,-8.07233
2.00291,-8.07149
2.00285,-8.07065
2.00278,-8.06982
2.00272,-8.06898
2.00266,-8.06814
2.00260,-8.06730
2.00253,-8.06647
2.00247,-8.06563
2.00241,-8.06480
2.00235,-8.06397
2.00230,-8.06314
2.00224,-8.06230
2.00218,-8.06147
2.00212,-8.06064
2.00207,-8.05982
2.00201,-8.05899
2.00196,-8.05816
2.00191,-8.05733
2.00185,-8.05651
2.00180,-8.05568
2.00175,-8.05486
2.00170,-8.05404
2.00165,-8.05322
2.00160,-8.05239
2.00155,-8.05157
2.00151,-8.05075
2.00146,-8.04994
2.00141,-8.04912
2.00137,-8.04830
2.00132,-8.04748
2.00128,-8.04667
2.00124,-8.04585
2.00119,-8.04504
2.00115,-8.04423
2.00111,-8.04341
2.00107,-8.04260
2.00103,-8.04179
2.00099,-8.04098
2.00096,-8.04017
2.00092,-8.03937
2.00088,-8.03856
2.00085,-8.03775
2.00081,-8.03695
2.00078,-8.03614
2.00074,-8.03534
2.00071,-8.03453
2.00068,-8.03373
2.00065,-8.03293
2.00062,-8.03213
2.00059,-8.03133
2.00056,-8.03053
2.00053,-8.02973
2.00050,-8.02893
2.00048,-8.02814
2.00045,-8.02734
2.00043,-8.02655
2.00040,-8.02575
2.00038,-8.02496
2.00035,-8.02417
2.00033,-8.02337
2.00031,-8.02258
2.00029,-8.02179
2.00027,-8.02100
2.00025,-8.02022
2.00023,-8.01943
2.00021,-8.01864
2.00019,-8.01786
2.00018,-8.01707
2.00016,-8.01629
2.00015,-8.01550
2.00013,-8.01472
2.00012,-8.01394
2.00011,-8.01316
2.00009,-8.01238
2.00008,-8.01160
2.00007,-8.01082
2.00006,-8.01004
2.00005,-8.00926
2.00004,-8.00849
2.00004,-8.00771
2.00003,-8.00694
2.00002,-8.00616
2.00002,-8.00539
2.00001,-8.00462
2.00001,-8.00385
2.00001,-8.00307
2.00000,-8.00230
2.00000,-8.00154
2.00000,-8.00077
2.00000,-8.00000
2.00000,-7.99923
2.00000,-7.99847
2.00000,-7.99770
2.00001,-7.99694
2.00001,-7.99618
2.00001,-7.99541
2.00002,-7.99465
2.00002,-7.99389
2.00003,-7.99313
2.00004,-7.99237
2.00004,-7.99161
2.00005,-7.99085
2.00006,-7.99010
2.00007,-7.98934
2.00008,-7.98859
2.00009,-7.98783
2.00011,-7.98708
2.00012,-7.98632
2.00013,-7.98557
2.00015,-7.98482
2.00016,-7.98407
2.00018,-7.98332
2.00019,-7.98257
2.00021,-7.98182
2.00023,-7.98108
2.00025,-7.98033
2.00027,-7.97959
2.00029,-7.97884
2.00031,-7.97810
2.00033,-7.97735
2.00035,-7.97661
2.00038,-7.97587
2.00040,-7.97513
2.00043,-7.97439
2.00045,-7.97365
2.00048,-7.97291
2.00050,-7.97217
2.00053,-7.97144
2.00056,-7.97070
2.00059,-7.96997
2.00062,-7.96923
2.00065,-7.96850
2.00068,-7.96776
2.00071,-7.96703
2.00074,-7.96630
2.00078,-7.96557
2.00081,-7.96484
2.00085,-7.96411
2.00088,-7.96338
2.00092,-7.96266
2.00096,-7.96193
2.00099,-7.96121
2.00103,-7.96048
2.00107,-7.95976
2.00111,-7.95903
2.00115,-7.95831
2.00119,-7.95759
2.00124,-7.95687
2.00128,-7.95615
2.00132,-7.95543
2.00137,-7.95471
2.00141,-7.95399
2.00146,-7.95328
2.00151,-7.95256
2.00155,-7.95184
2.00160,-7.95113
2.00165,-7.95042
2.00170,-7.94970
2.00175,-7.94899
2.00180,-7.94828
2.00185,-7.94757
2.00191,-7.94686
2.00196,-7.94615
2.00201,-7.94544
2.00207,-7.94474
2.00212,-7.94403
2.00218,-7.94332
2.00224,-7.94262
2.00230,-7.94191
2.00235,-7.94121
2.00241,-7.94051
2.00247,-7.93981
2.00253,-7.93911
2.00260,-7.93841
2.00266,-7.93771
2.00272,-7.93701
2.00278,-7.93631
2.00285,-7.93561
2.00291,-7.93492
2.00298,-7.93422
2.00305,-7.93353
2.00311,-7.93283
2.00318,-7.93214
2.00325,-7.93145
2.00332,-7.93076
2.00339,-7.93007
2.00346,-7.92938
2.00353,-7.92869
2.00361,-7.92800
2.00368,-7.92731
2.00375,-7.92662
2.00383,-7.92594
2.00390,-7.92525
2.00398,-7.92457
2.00406,-7.92389
2.00414,-7.92320
2.00421,-7.92252
2.00429,-7.92184
2.00437,-7.92116
2.00445,-7.92048
2.00454,-7.91980
2.00462,-7.91912
2.00470,-7.91845
2.00478,-7.91777
2.00487,-7.91709
2.00495,-7.91642
2.00504,-7.91574
2.00513,-7.91507
2.00521,-7.91440
2.00530,-7.91373
2.00539,-7.91306
2.00548,-7.91239
2.00557,-7.91172
2.00566,-7.91105
2.00575,-7.91038
2.00585,-7.90971
2.00594,-7.90905
2.00603,-7.90838
2.00613,-7.90772
2.00622,-7.90705
2.00632,-7.90639
2.00642,-7.90573
2.00651,-7.90507
2.00661,-7.90441
2.00671,-7.90375
2.00681,-7.90309
2.00691,-7.90243
2.00701,-7.90177
2.00712,-7.90111
2.00722,-7.90046
2.00732,-7.89980
2.00743,-7.89915
2.00753,-7.89850
2.00764,-7.89784
2.00774,-7.89719
2.00785,-7.89654
2.00796,-7.89589
2.00807,-7.89524
2.00818,-7.89459
2.00829,-7.89394
2.00840,-7.89329
2.00851,-7.89265
2.00862,-7.89200
2.00874,-7.89136
2.00885,-7.89071
2.00897,-7.89007
2.00908,-7.88943
2.00920,-7.88878
2.00932,-7.88814
2.00943,-7.88750
2.00955,-7.88686
2.00967,-7.88623
2.00979,-7.88559
2.00991,-7.88495
2.01003,-7.88431
2.01016,-7.88368
2.01028,-7.88304
2.01040,-7.88241
2.01053,-7.88178
2.01065,-7.88114
2.01078,-7.88051
2.01091,-7.87988
2.01103,-7.87925
2.01116,-7.87862
2.01129,-7.87799
2.01142,-7.87737
2.01155,-7.87674
2.01168,-7.87611
2.01181,-7.87549
2.01195,-7.87486
2.01208,-7.87424
2.01221,-7.87362
2.01235,-7.87299
2.01249,-7.87237
2.01262,-7.87175
2.01276,-7.87113
2.01290,-7.87051
2.01304,-7.86989
2.01318,-7.86928
2.01332,-7.86866
2.01346,-7.86804
2.01360,-7.86743
2.01374,-7.86681
2.01388,-7.86620
2.01403,-7.86559
2.01417,-7.86497
2.01432,-7.86436
2.01446,-7.86375
2.01461,-7.86314
2.01476,-7.86253
2.01491,-7.86192
2.01506,-7.86132
2.01521,-7.86071
2.01536,-7.86010
2.01551,-7.85950
2.01566,-7.85890
2.01581,-7.85829
2.01597,-7.85769
2.01612,-7.85709
2.01628,-7.85649
2.01643,-7.85589
2.01659,-7.85529
2.01675,-7.85469
2.01691,-7.85409
2.01707,-7.85349
2.01723,-7.85289
2.01739,-7.85230
2.01755,-7.85170
2.01771,-7.85111
2.01787,-7.85052
2.01804,-7.84992
2.01820,-7.84933
2.01837,-7.84874
2.01853,-7.84815
2.01870,-7.84756
2.01886,-7.84697
2.01903,-7.84638
2.01920,-7.84580
2.01937,-7.84521
2.01954,-7.84462
2.01971,-7.84404
2.01988,-7.84346
2.02006,-7.84287
2.02023,-7.84229
2.02040,-7.84171
2.02058,-7.84113
2.02076,-7.84055
2.02093,-7.83997
2.02111,-7.83939
2.02129,-7.83881
2.02147,-7.83823
2.02164,-7.83766
2.02183,-7.83708
2.02201,-7.83651
2.02219,-7.83593
2.02237,-7.83536
2.02255,-7.83479
2.02274,-7.83422
2.02292,-7.83364
2.02311,-7.83307
2.02329,-7.83251
2.02348,-7.83194
2.02367,-7.83137
2.02386,-7.83080
2.02405,-7.83024
2.02424,-7.82967
2.02443,-7.82911
2.02462,-7.82854
2.02481,-7.82798
2.02500,-7.82742
2.02520,-7.82685
2.02539,-7.82629
2.02559,-7.82573
2.02578,-7.82517
2.02598,-7.82462
2.02618,-7.82406
2.02638,-7.82350
2.02658,-7.82295
2.02678,-7.82239
2.02698,-7.82184
2.02718,-7.82128
2.02738,-7.82073
2.02758,-7.82018
2.02779,-7.81963
2.02799,-7.81907
2.02820,-7.81853
2.02840,-7.81798
2.02861,-7.81743
2.02882,-7.81688
2.02903,-7.81633
2.02924,-7.81579
2.02945,-7.81524
2.02966,-7.81470
2.02987,-7.81415
2.03008,-7.81361
2.03029,-7.81307
2.03051,-7.81253
2.03072,-7.81199
2.03094,-7.81145
2.03115,-7.81091
2.03137,-7.81037
2.03159,-7.80983
2.03181,-7.80930
2.03203,-7.80876
2.03225,-7.80822
2.03247,-7.80769
2.03269,-7.80716
2.03291,-7.80662
2.03313,-7.80609
2.03336,-7.80556
2.03358,-7.80503
2.03381,-7.80450
2.03403,-7.80397
2.03426,-7.80344
2.03449,-7.80292
2.03472,-7.80239
2.03495,-7.80186
2.03518,-7.80134
2.03541,-7.80081
2.03564,-7.80029
2.03587,-7.79977
2.03610,-7.79925
2.03634,-7.79873
2.03657,-7.79821
2.03681,-7.79769
2.03704,-7.79717
2.03728,-7.79665
2.03752,-7.79613
2.03776,-7.79562
2.03800,-7.79510
2.03824,-7.79458
2.03848,-7.79407
2.03872,-7.79356
2.03896,-7.79304
2.03920,-7.79253
2.03945,-7.79202
2.03969,-7.79151
2.03994,-7.79100
2.04018,-7.79049
2.04043,-7.78999
2.04068,-7.78948
2.04093,-7.78897
2.04118,-7.78847
2.04143,-7.78796
2.04168,-7.78746
2.04193,-7.78695
2.04218,-7.78645
2.04244,-7.78595
2.04269,-7.78545
2.04294,-7.78495
2.04320,-7.78445
2.04346,-7.78395
2.04371,-7.78345
2.04397,-7.78296
2.04423,-7.78246
2.04449,-7.78197
2.04475,-7.78147
2.04501,-7.78098
2.04527,-7.78048
2.04554,-7.77999
2.04580,-7.77950
2.04606,-7.77901
2.04633,-7.77852
2.04659,-7.77803
2.04686,-7.77754
2.04713,-7.77705
2.04740,-7.77657
2.04767,-7.77608
2.04794,-7.77560
2.04821,-7.77511
2.04848,-7.77463
2.04875,-7.77414
2.04902,-7.77366
2.04930,-7.77318
2.04957,-7.77270
2.04985,-7.77222
2.05012,-7.77174
2.05040,-7.77126
2.05068,-7.77079
2.05095,-7.77031
2.05123,-7.76983
2.05151,-7.76936
2.05179,-7.76888
2.05208,-7.76841
2.05236,-7.76794
2.05264,-7.76746
2.05293,-7.76699
2.05321,-7.76652
2.05350,-7.76605
2.05378,-7.76558
2.05407,-7.76512
2.05436,-7.76465
2.05465,-7.76418
2.05494,-7.76372
2.05523,-7.76325
2.05552,-7.76279
2.05581,-7.76232
2.05610,-7.76186
2.05640,-7.76140
2.05669,-7.76094
2.05698,-7.76048
2.05728,-7.76002
2.05758,-7.75956
2.05787,-7.75910
2.05817,-7.75864
2.05847,-7.75819
2.05877,-7.75773
2.05907,-7.75728
2.05937,-7.75682
2.05968,-7.75637
2.05998,-7.75592
2.06028,-7.75547
2.06059,-7.75502
2.06089,-7.75457
2.06120,-7.75412
2.06151,-7.75367
2.06181,-7.75322
2.06212,-7.75277
2.06243,-7.75233
2.06274,-7.75188
2.06305,-7.75144
2.06337,-7.75099
2.06368,-7.75055
2.06399,-7.75011
2.06431,-7.74967
2.06462,-7.74922
2.06494,-7.74878
2.06525,-7.74835
2.06557,-7.74791
2.06589,-7.74747
2.06621,-7.74703
2.06653,-7.74660
2.06685,-7.74616
2.06717,-7.74573
2.06749,-7.74529
2.06782,-7.74486
2.06814,-7.74443
2.06847,-7.74400
2.06879,-7.74357
2.06912,-7.74314
2.06945,-7.74271
2.06977,-7.74228
2.07010,-7.74185
2.07043,-7.74143
2.07076,-7.74100
2.07109,-7.74057
2.07143,-7.74015
2.07176,-7.73973
2.07209,-7.73930
2.07243,-7.73888
2.07276,-7.73846
2.07310,-7.73804
2.07344,-7.73762
2.07377,-7.73720
2.07411,-7.73679
2.07445,-7.73637
2.07479,-7.73595
2.07513,-7.73554
2.07548,-7.73512
2.07582,-7.73471
2.07616,-7.73429
2.07651,-7.73388
2.07685,-7.73347
2.07720,-7.73306
2.07754,-7.73265
2.07789,-7.73224
2.07824,-7.73183
2.07859,-7.73142
2.07894,-7.73102
2.07929,-7.73061
2.07964,-7.73021
2.08000,-7.72980
2.08035,-7.72940
2.08070,-7.72899
2.08106,-7.72859
2.08141,-7.72819
2.08177,-7.72779
2.08213,-7.72739
2.08249,-7.72699
2.08285,-7.72659
2.08321,-7.72620
2.08357,-7.72580
2.08393,-7.72540
2.08429,-7.72501
2.08465,-7.72461
2.08502,-7.72422
2.08538,-7.72383
2.08575,-7.72344
2.08612,-7.72305
2.08648,-7.72266
2.08685,-7.72227
2.08722,-7.72188
2.08759,-7.72149
2.08796,-7.72110
2.08833,-7.72072
2.08871,-7.72033
2.08908,-7.71995
2.08945,-7.71956
2.08983,-7.71918
2.09020,-7.71880
2.09058,-7.71842
2.09096,-7.71803
2.09134,-7.71765
2.09172,-7.71728
2.09210,-7.71690
2.09248,-7.71652
2.09286,-7.71614
2.09324,-7.71577
2.09362,-7.71539
2.09401,-7.71502
2.09439,-7.71464
2.09478,-7.71427
2.09517,-7.71390
2.09555,-7.71353
2.09594,-7.71316
2.09633,-7.71279
2.09672,-7.71242
2.09711,-7.71205
2.09750,-7.71168
2.09790,-7.71132
2.09829,-7.71095
2.09868,-7.71059
2.09908,-7.71022
2.09947,-7.70986
2.09987,-7.70950
2.10027,-7.70914
2.10067,-7.70878
2.10107,-7.70842
2.10147,-7.70806
2.10187,-7.70770
2.10227,-7.70734
2.10267,-7.70698
2.10308,-7.70663
2.10348,-7.70627
2.10389,-7.70592
2.10429,-7.70557
2.10470,-7.70521
2.10511,-7.70486
2.10552,-7.70451
2.10593,-7.70416
2.10634,-7.70381
2.10675,-7.70346
2.10716,-7.70311
2.10757,-7.70277
2.10799,-7.70242
2.10840,-7.70207
2.10882,-7.70173
2.10923,-7.70139
2.10965,-7.70104
2.11007,-7.70070
2.11049,-7.70036
2.11091,-7.70002
2.11133,-7.69968
2.11175,-7.69934
2.11217,-7.69900
2.11259,-7.69866
2.11302,-7.69833
2.11344,-7.69799
2.11387,-7.69766
2.11430,-7.69732
2.11472,-7.69699
2.11515,-7.69666
2.11558,-7.69632
2.11601,-7.69599
2.11644,-7.69566
2.11687,-7.69533
2.11731,-7.69500
2.11774,-7.69468
2.11818,-7.69435
2.11861,-7.69402
2.11905,-7.69370
2.11948,-7.69337
2.11992,-7.69305
2.12036,-7.69273
2.12080,-7.69241
2.12124,-7.69208
2.12168,-7.69176
2.12212,-7.69144
2.12257,-7.69113
2.12301,-7.69081
2.12346,-7.69049
2.12390,-7.69017
2.12435,-7.68986
2.12480,-7.68954
2.12525,-7.68923
2.12569,-7.68892
2.12614,-7.68860
2.12660,-7.68829
2.12705,-7.68798
2.12750,-7.68767
2.12795,-7.68736
2.12841,-7.68705
2.12886,-7.68675
2.12932,-7.68644
2.12978,-7.68613
2.13024,-7.68583
2.13069,-7.68553
2.13115,-7.68522
2.13162,-7.68492
2.13208,-7.68462
2.13254,-7.68432
2.13300,-7.68402
2.13347,-7.68372
2.13393,-7.68342
2.13440,-7.68312
2.13487,-7.68282
2.13533,-7.68253
2.13580,-7.68223
2.13627,-7.68194
2.13674,-7.68165
2.13721,-7.68135
2.13769,-7.68106
2.13816,-7.68077
2.13863,-7.68048
2.13911,-7.68019
2.13958,-7.67990
2.14006,-7.67961
2.14054,-7.67933
2.14102,-7.67904
2.14150,-7.67876
2.14198,-7.67847
2.14246,-7.67819
2.14294,-7.67790
2.14342,-7.67762
2.14391,-7.67734
2.14439,-7.67706
2.14488,-7.67678
2.14536,-7.67650
2.14585,-7.67622
2.14634,-7.67595
2.14683,-7.67567
2.14732,-7.67540
2.14781,-7.67512
2.14830,-7.67485
2.14879,-7.67457
2.14929,-7.67430
2.14978,-7.67403
2.15028,-7.67376
2.15077,-7.67349
2.15127,-7.67322
2.15177,-7.67295
2.15227,-7.67269
2.15277,-7.67242
2.15327,-7.67216
2.15377,-7.67189
2.15427,-7.67163
2.15478,-7.67136
2.15528,-7.67110
2.15579,-7.67084
2.15630,-7.67058
2.15680,-7.67032
2.15731,-7.67006
2.15782,-7.66980
2.15833,-7.66955
2.15884,-7.66929
2.15935,-7.66904
2.15987,-7.66878
2.16038,-7.66853
2.16089,-7.66827
2.16141,-7.66802
2.16193,-7.66777
2.16244,-7.66752
2.16296,-7.66727
2.16348,-7.66702
2.16400,-7.66677
2.16452,-7.66653
2.16505,-7.66628
2.16557,-7.66603
2.16609,-7.66579
2.16662,-7.66555
2.16714,-7.66530
2.16767,-7.66506
2.16820,-7.66482
2.16873,-7.66458
2.16926,-7.66434
2.16979,-7.66410
2.17032,-7.66386
2.17085,-7.66363
2.17138,-7.66339
2.17192,-7.66316
2.17245,-7.66292
2.17299,-7.66269
2.17352,-7.66245
2.17406,-7.66222
2.17460,-7.66199
2.17514,-7.66176
2.17568,-7.66153
2.17622,-7.66130
2.17677,-7.66107
2.17731,-7.66085
2.17785,-7.66062
2.17840,-7.66040
2.17894,-7.66017
2.17949,-7.65995
2.18004,-7.65973
2.18059,-7.65950
2.18114,-7.65928
2.18169,-7.65906
2.18224,-7.65884
2.18280,-7.65863
2.18335,-7.65841
2.18390,-7.65819
2.18446,-7.65798
2.18502,-7.65776
2.18557,-7.65755
2.18613,-7.65733
2.18669,-7.65712
2.18725,-7.65691
2.18781,-7.65670
2.18838,-7.65649
2.18894,-7.65628
2.18950,-7.65607
2.19007,-7.65586
2.19063,-7.65566
2.19120,-7.65545
2.19177,-7.65525
2.19234,-7.65504
2.19291,-7.65484
2.19348,-7.65464
2.19405,-7.65444
2.19462,-7.65424
2.19520,-7.65404
2.19577,-7.65384
2.19635,-7.65364
2.19693,-7.65344
2.19750,-7.65325
2.19808,-7.65305
2.19866,-7.65286
2.19924,-7.65266
2.19982,-7.65247
2.20041,-7.65228
2.20099,-7.65209
2.20157,-7.65190
2.20216,-7.65171
2.20275,-7.65152
2.20333,-7.65133
2.20392,-7.65115
2.20451,-7.65096
2.20510,-7.65077
2.20569,-7.65059
2.20628,-7.65041
2.20688,-7.65023
2.20747,-7.65004
2.20807,-7.64986
2.20866,-7.64968
2.20926,-7.64950
2.20986,-7.64933
2.21046,-7.64915
2.21106,-7.64897
2.21166,-7.64880
2.21226,-7.64862
2.21286,-7.64845
2.21347,-7.64828
2.21407,-7.64810
2.21468,-7.64793
2.21528,-7.64776
2.21589,-7.64759
2.21650,-7.64743
2.21711,-7.64726
2.21772,-7.64709
2.21833,-7.64693
2.21894,-7.64676
2.21956,-7.64660
2.22017,-7.64643
2.22079,-7.64627
2.22141,-7.64611
2.22202,-7.64595
2.22264,-7.64579
2.22326,-7.64563
2.22388,-7.64547
2.22450,-7.64532
2.22513,-7.64516
2.22575,-7.64500
2.22637,-7.64485
2.22700,-7.64470
2.22763,-7.64454
2.22825,-7.64439
2.22888,-7.64424
2.22951,-7.64409
2.23014,-7.64394
2.23078,-7.64379
2.23141,-7.64365
2.23204,-7.64350
2.23268,-7.64336
2.23331,-7.64321
2.23395,-7.64307
2.23459,-7.64292
2.23523,-7.64278
2.23587,-7.64264
2.23651,-7.64250
2.23715,-7.64236
2.23779,-7.64222
2.23843,-7.64209
2.23908,-7.64195
2.23972,-7.64181
2.24037,-7.64168
2.24102,-7.64154
2.24167,-7.64141
2.24232,-7.64128
2.24297,-7.64115
2.24362,-7.64102
2.24427,-7.64089
2.24493,-7.64076
2.24558,-7.64063
2.24624,-7.64050
2.24690,-7.64038
2.24755,-7.64025
2.24821,-7.64013
2.24887,-7.64001
2.24953,-7.63988
2.25020,-7.63976
2.25086,-7.63964
2.25152,-7.63952
2.25219,-7.63940
2.25286,-7.63929
2.25352,-7.63917
2.25419,-7.63905
2.25486,-7.63894
2.25553,-7.63882
2.25620,-7.63871
2.25687,-7.63860
2.25755,-7.63849
2.25822,-7.63838
2.25890,-7.63827
2.25957,-7.63816
2.26025,-7.63805
2.26093,-7.63794
2.26161,-7.63784
2.26229,-7.63773
2.26297,-7.63763
2.26366,-7.63752
2.26434,-7.63742
2.26503,-7.63732
2.26571,-7.63722
2.26640,-7.63712
2.26709,-7.63702
2.26778,-7.63692
2.26847,-7.63683
2.26916,-7.63673
2.26985,-7.63663
2.27054,-7.63654
2.27124,-7.63645
2.27193,-7.63635
2.27263,-7.63626
2.27333,-7.63617
2.27403,-7.63608
