Polynomial degree, Time
300, 0.001000
301, 0.001000
302, 0.000000
303, 0.001000
304, 0.001000
305, -0.000000
306, 0.001000
307, 0.001000
308, 0.001000
309, -0.000000
310, 0.001000
311, 0.001000
312, 0.001000
313, 0.001000
314, 0.000000
315, 0.002000
316, 0.001000
317, -0.000000
318, 0.001000
319, 0.001000
320, 0.001000
321, -0.000000
322, 0.001000
323, 0.001000
324, 0.001000
325, -0.000000
326, 0.001000
327, 0.001000
328, 0.000000
329, 0.001000
330, 0.001000
331, 0.001000
332, 0.000000
333, 0.001000
334, 0.001000
335, 0.001000
336, 0.000000
337, 0.001000
338, 0.001000
339, -0.000000
340, 0.001000
341, 0.001000
342, 0.000000
343, 0.001000
344, 0.001000
345, 0.001000
346, 0.000000
347, 0.001000
348, 0.001000
349, 0.001000
350, 0.000000
351, 0.001000
352, 0.001000
353, -0.000000
354, 0.001000
355, 0.001000
356, 0.001000
357, -0.000000
358, 0.001000
359, 0.001000
360, 0.001000
361, -0.000000
362, 0.001000
363, 0.001000
364, 0.001000
365, -0.000000
366, 0.001000
367, 0.001000
368, 0.000000
369, 0.001000
370, 0.001000
371, 0.001000
372, 0.000000
373, 0.001000
374, 0.001000
375, -0.000000
376, 0.001000
377, 0.001000
378, 0.000000
379, 0.001000
380, 0.001000
381, 0.001000
382, 0.000000
383, 0.001000
384, 0.001000
385, -0.000000
386, 0.001000
387, 0.001000
388, 0.000000
389, 0.001000
390, 0.001000
391, 0.001000
392, 0.000000
393, 0.001000
394, 0.001000
395, -0.000000
396, 0.001000
397, 0.001000
398, -0.000000
399, 0.001000
400, 0.001000
401, 0.001000
402, -0.000000
403, 0.001000
404, 0.001000
405, 0.000000
406, 0.001000
407, 0.001000
408, 0.001000
409, 0.000000
410, 0.001000
411, 0.001000
412, -0.000000
413, 0.001000
414, 0.001000
415, 0.000000
416, 0.001000
417, 0.001000
418, 0.001000
419, 0.000000
420, 0.001000
421, 0.001000
422, -0.000000
423, 0.001000
424, 0.001000
425, 0.001000
426, -0.000000
427, 0.001000
428, 0.001000
429, 0.000000
430, 0.001000
431, 0.001000
432, -0.000000
433, 0.001000
434, 0.001000
435, 0.000000
436, 0.001000
437, 0.001000
438, 0.001000
439, 0.000000
440, 0.001000
441, 0.001000
442, 0.001000
443, 0.000000
444, 0.001000
445, 0.001000
446, -0.000000
447, 0.001000
448, 0.001000
449, 0.001000
450, -0.000000
451, 0.001000
452, 0.001000
453, 0.000000
454, 0.001000
455, 0.001000
456, 0.001000
457, 0.000000
458, 0.001000
459, 0.001000
460, -0.000000
461, 0.001000
462, 0.001000
463, 0.001000
464, -0.000000
465, 0.001000
466, 0.001000
467, 0.001000
468, -0.000000
469, 0.001000
470, 0.001000
471, 0.000000
472, 0.001000
473, 0.001000
474, 0.000000
475, 0.001000
476, 0.001000
477, -0.000000
478, 0.001000
479, 0.001000
480, 0.001000
481, -0.000000
482, 0.001000
483, 0.001000
484, 0.000000
485, 0.001000
486, 0.001000
487, -0.000000
488, 0.001000
489, 0.001000
490, 0.000000
491, 0.001000
492, 0.001000
493, 0.001000
494, 0.000000
495, 0.001000
496, 0.001000
497, -0.000000
498, 0.001000
499, 0.001000
500, 0.000000
501, 0.001000
502, 0.001000
503, 0.000000
504, 0.001000
505, 0.001000
506, 0.001000
507, 0.000000
508, 0.001000
509, 0.001000
510, -0.000000
511, 0.001000
512, 0.001000
513, 0.001000
514, -0.000000
515, 0.001000
516, 0.001000
517, 0.001000
518, 0.001000
519, -0.000000
520, 0.001000
521, 0.001000
522, 0.001000
523, 0.001000
524, -0.000000
525, 0.001000
526, 0.001000
527, 0.001000
528, -0.000000
529, 0.001000
530, 0.001000
531, 0.001000
532, 0.001000
533, 0.001000
534, 0.000000
535, 0.001000
536, 0.001000
537, 0.001000
538, 0.001000
539, 0.001000
540, -0.000000
541, 0.001000
542, 0.001000
543, 0.001000
544, 0.001000
545, 0.001000
546, 0.000000
547, 0.001000
548, 0.001000
549, 0.001000
550, 0.001000
551, 0.001000
552, 0.001000
553, 0.001000
554, -0.000000
555, 0.001000
556, 0.001000
557, 0.001000
558, 0.001000
559, 0.001000
560, 0.001000
561, 0.000000
562, 0.001000
563, 0.001000
564, 0.001000
565, 0.001000
566, -0.000000
567, 0.001000
568, 0.001000
569, 0.001000
570, 0.001000
571, 0.001000
572, 0.001000
573, 0.000000
574, 0.001000
575, 0.001000
576, 0.001000
577, 0.001000
578, 0.001000
579, 0.001000
580, 0.000000
581, 0.001000
582, 0.001000
583, 0.001000
584, 0.001000
585, 0.000000
586, 0.001000
587, 0.001000
588, 0.001000
589, 0.001000
590, 0.001000
591, 0.001000
592, 0.001000
593, -0.000000
594, 0.001000
595, 0.001000
596, 0.001000
597, 0.001000
598, -0.000000
599, 0.001000
600, 0.001000
601, 0.001000
602, 0.001000
603, 0.000000
604, 0.001000
605, 0.001000
606, 0.001000
607, 0.001000
608, 0.001000
609, -0.000000
610, -0.000000
611, 0.001000
612, 0.001000
613, 0.001000
614, 0.001000
615, 0.000000
616, 0.001000
617, 0.001000
618, 0.001000
619, 0.001000
620, 0.001000
621, -0.000000
622, 0.001000
623, 0.001000
624, 0.001000
625, 0.001000
626, 0.001000
627, 0.000000
628, 0.001000
629, 0.001000
630, 0.001000
631, 0.001000
632, 0.000000
633, 0.001000
634, 0.001000
635, 0.001000
636, 0.001000
637, 0.001000
638, -0.000000
639, 0.001000
640, 0.001000
641, 0.001000
642, 0.001000
643, 0.001000
644, 0.000000
645, 0.001000
646, 0.001000
647, 0.001000
648, 0.000000
649, 0.001000
650, 0.001000
651, 0.001000
652, 0.001000
653, 0.000000
654, 0.001000
655, 0.001000
656, 0.001000
657, 0.001000
658, -0.000000
659, 0.001000
660, 0.001000
661, 0.001000
662, 0.001000
663, -0.000000
664, 0.001000
665, 0.001000
666, 0.001000
667, 0.001000
668, 0.000000
669, 0.001000
670, 0.001000
671, 0.001000
672, 0.001000
673, 0.000000
674, 0.001000
675, 0.001000
676, 0.001000
677, 0.001000
678, -0.000000
679, 0.001000
680, 0.001000
681, 0.001000
682, 0.001000
683, -0.000000
684, 0.001000
685, 0.001000
686, 0.001000
687, 0.001000
688, -0.000000
689, 0.001000
690, 0.001000
691, 0.001000
692, -0.000000
693, 0.001000
694, 0.001000
695, 0.001000
696, 0.001000
697, 0.000000
698, 0.001000
699, 0.001000
700, 0.001000
701, 0.001000
702, 0.000000
703, 0.001000
704, 0.001000
705, 0.001000
706, 0.001000
707, -0.000000
708, 0.001000
709, 0.001000
710, 0.000000
711, 0.001000
712, 0.001000
713, 0.001000
714, 0.000000
715, 0.001000
716, 0.001000
717, 0.001000
718, -0.000000
719, 0.001000
720, 0.001000
721, 0.001000
722, 0.001000
723, 0.000000
724, 0.001000
725, 0.001000
726, 0.001000
727, 0.001000
728, 0.000000
729, 0.001000
730, 0.001000
731, 0.001000
732, 0.001000
733, -0.000000
734, 0.001000
735, 0.001000
736, 0.001000
737, 0.001000
738, -0.000000
739, 0.001000
740, 0.001000
741, 0.001000
742, 0.001000
743, 0.001000
744, 0.000000
745, 0.001000
746, 0.001000
747, 0.001000
748, 0.000000
749, 0.001000
750, 0.001000
751, 0.001000
752, 0.001000
753, 0.000000
754, 0.001000
755, 0.001000
756, 0.001000
757, 0.001000
758, -0.000000
759, 0.001000
760, 0.001000
761, 0.001000
762, 0.001000
763, -0.000000
764, 0.001000
765, 0.001000
766, 0.001000
767, 0.001000
768, 0.000000
769, 0.001000
770, 0.001000
771, 0.001000
772, 0.001000
773, 0.000000
774, 0.001000
775, 0.001000
776, 0.001000
777, 0.000000
778, 0.001000
779, 0.001000
780, 0.001000
781, 0.001000
782, 0.001000
783, -0.000000
784, 0.001000
785, 0.001000
786, 0.001000
787, -0.000000
788, 0.001000
789, 0.001000
790, 0.001000
791, 0.001000
792, -0.000000
793, 0.001000
794, 0.001000
795, 0.001000
796, 0.001000
797, 0.000000
798, 0.001000
799, 0.001000
800, 0.001000
801, 0.001000
802, 0.000000
803, 0.001000
804, 0.001000
805, 0.001000
806, 0.000000
807, 0.001000
808, 0.001000
809, 0.001000
810, 0.001000
811, 0.000000
812, 0.001000
813, 0.001000
814, 0.001000
815, 0.001000
816, -0.000000
817, 0.001000
818, 0.001000
819, 0.001000
820, 0.001000
821, -0.000000
822, 0.001000
823, 0.001000
824, 0.001000
825, 0.001000
826, 0.000000
827, 0.001000
828, 0.001000
829, 0.001000
830, 0.001000
831, 0.000000
832, 0.002000
833, 0.001000
834, 0.000000
835, 0.001000
836, 0.001000
837, 0.001000
838, 0.001000
839, 0.001000
840, -0.000000
841, 0.001000
842, 0.001000
843, 0.001000
844, 0.001000
845, -0.000000
846, 0.001000
847, 0.001000
848, 0.001000
849, 0.001000
850, 0.000000
851, 0.001000
852, 0.001000
853, 0.001000
854, 0.001000
855, 0.000000
856, 0.001000
857, 0.001000
858, 0.001000
859, 0.001000
860, 0.001000
861, 0.001000
862, 0.001000
863, -0.000000
864, 0.001000
865, 0.001000
866, 0.001000
867, 0.001000
868, 0.001000
869, 0.001000
870, 0.000000
871, 0.001000
872, 0.001000
873, 0.001000
874, 0.001000
875, 0.001000
876, -0.000000
877, 0.001000
878, 0.001000
879, 0.001000
880, 0.001000
881, 0.001000
882, 0.000000
883, 0.001000
884, 0.001000
885, 0.001000
886, 0.001000
887, 0.001000
888, -0.000000
889, 0.001000
890, 0.001000
891, 0.001000
892, 0.001000
893, 0.001000
894, 0.000000
895, 0.001000
896, 0.001000
897, 0.001000
898, 0.001000
899, -0.000000
900, 0.001000
901, 0.001000
902, 0.001000
903, 0.001000
904, -0.000000
905, 0.001000
906, 0.001000
907, 0.001000
908, 0.001000
909, 0.000000
910, 0.001000
911, 0.001000
912, 0.001000
913, 0.001000
914, 0.001000
915, -0.000000
916, 0.001000
917, 0.001000
918, 0.001000
919, 0.001000
920, -0.000000
921, 0.001000
922, 0.001000
923, 0.001000
924, 0.001000
925, 0.000000
926, 0.001000
927, 0.001000
928, 0.001000
929, 0.001000
930, 0.001000
931, -0.000000
932, 0.001000
933, 0.001000
934, 0.001000
935, 0.001000
936, -0.000000
937, 0.000000
938, 0.001000
939, 0.001000
940, 0.001000
941, 0.001000
942, 0.001000
943, -0.000000
944, 0.001000
945, 0.001000
946, 0.001000
947, 0.001000
948, -0.000000
949, 0.001000
950, 0.001000
951, 0.001000
952, 0.001000
953, 0.001000
954, 0.000000
955, 0.001000
956, 0.001000
957, -0.000000
958, 0.001000
959, 0.001000
960, 0.001000
961, 0.001000
962, 0.000000
963, 0.001000
964, 0.001000
965, 0.001000
966, 0.001000
967, 0.000000
968, 0.001000
969, 0.001000
970, 0.001000
971, 0.001000
972, -0.000000
973, -0.000000
974, 0.001000
975, 0.001000
976, 0.001000
977, -0.000000
978, 0.001000
979, 0.001000
980, 0.001000
981, 0.001000
982, 0.001000
983, 0.000000
984, 0.001000
985, 0.001000
986, 0.001000
987, 0.000000
988, 0.001000
989, 0.001000
990, 0.001000
991, 0.001000
992, 0.000000
993, 0.001000
994, 0.001000
995, 0.001000
996, 0.001000
997, -0.000000
998, 0.001000
999, 0.001000
1000, 0.001000
1001, 0.001000
1002, -0.000000
1003, 0.001000
1004, 0.001000
1005, 0.001000
1006, -0.000000
1007, 0.001000
1008, 0.001000
1009, 0.001000
1010, 0.001000
1011, 0.000000
1012, 0.001000
1013, 0.001000
1014, 0.001000
1015, -0.000000
1016, 0.001000
1017, 0.001000
1018, 0.001000
1019, 0.001000
1020, 0.000000
1021, 0.001000
1022, 0.001000
1023, 0.001000
1024, 0.001000
1025, 0.001000
1026, 0.001000
1027, 0.001000
1028, 0.001000
1029, -0.000000
1030, 0.001000
1031, 0.001000
1032, 0.001000
1033, 0.001000
1034, 0.001000
1035, 0.001000
1036, 0.001000
1037, 0.001000
1038, 0.001000
1039, 0.001000
1040, 0.001000
1041, 0.001000
1042, 0.000000
1043, 0.001000
1044, 0.001000
1045, 0.001000
1046, 0.001000
1047, 0.001000
1048, 0.001000
1049, 0.001000
1050, 0.001000
1051, 0.001000
1052, 0.001000
1053, 0.001000
1054, 0.001000
1055, 0.001000
1056, 0.001000
1057, 0.001000
1058, 0.001000
1059, 0.001000
1060, 0.001000
1061, 0.001000
1062, 0.001000
1063, 0.001000
1064, 0.001000
1065, 0.001000
1066, 0.001000
1067, 0.001000
1068, 0.001000
1069, 0.002000
1070, 0.001000
1071, 0.000000
1072, 0.001000
1073, 0.001000
1074, 0.001000
1075, 0.001000
1076, 0.002000
1077, 0.001000
1078, 0.001000
1079, 0.001000
1080, 0.001000
1081, 0.001000
1082, 0.001000
1083, 0.001000
1084, 0.001000
1085, 0.001000
1086, -0.000000
1087, 0.001000
1088, 0.001000
1089, 0.001000
1090, 0.001000
1091, 0.001000
1092, 0.001000
1093, 0.001000
1094, 0.001000
1095, 0.001000
1096, 0.001000
1097, 0.001000
1098, 0.001000
1099, 0.001000
1100, 0.001000
1101, 0.001000
1102, 0.001000
1103, 0.001000
1104, 0.001000
1105, 0.001000
1106, 0.001000
1107, 0.001000
1108, 0.001000
1109, 0.001000
1110, 0.001000
1111, -0.000000
1112, 0.001000
1113, 0.001000
1114, 0.001000
1115, 0.001000
1116, 0.001000
1117, 0.001000
1118, 0.001000
1119, 0.001000
1120, 0.001000
1121, 0.001000
1122, 0.001000
1123, 0.000000
1124, 0.001000
1125, 0.001000
1126, 0.001000
1127, 0.001000
1128, 0.001000
1129, 0.001000
1130, 0.001000
1131, 0.001000
1132, 0.001000
1133, 0.001000
1134, 0.001000
1135, -0.000000
1136, -0.000000
1137, 0.001000
1138, 0.001000
1139, 0.001000
1140, 0.001000
1141, 0.001000
1142, 0.001000
1143, 0.001000
1144, 0.001000
1145, 0.001000
1146, 0.001000
1147, -0.000000
1148, 0.001000
1149, 0.001000
1150, 0.001000
1151, 0.001000
1152, 0.001000
1153, 0.001000
1154, 0.001000
1155, 0.001000
1156, 0.001000
1157, 0.001000
1158, 0.001000
1159, 0.000000
1160, 0.001000
1161, 0.001000
1162, 0.001000
1163, 0.001000
1164, 0.001000
1165, 0.001000
1166, 0.001000
1167, 0.001000
1168, 0.001000
1169, 0.001000
1170, 0.001000
1171, -0.000000
1172, 0.001000
1173, 0.001000
1174, 0.001000
1175, 0.001000
1176, 0.001000
1177, 0.001000
1178, 0.001000
1179, 0.001000
1180, 0.001000
1181, 0.001000
1182, 0.001000
1183, -0.000000
1184, 0.001000
1185, 0.001000
1186, 0.001000
1187, 0.001000
1188, 0.001000
1189, 0.001000
1190, 0.001000
1191, 0.001000
1192, 0.001000
1193, -0.000000
1194, 0.001000
1195, 0.001000
1196, 0.001000
1197, 0.001000
1198, 0.001000
1199, 0.001000
1200, 0.001000
1201, 0.001000
1202, 0.001000
1203, 0.001000
1204, -0.000000
1205, 0.001000
1206, 0.001000
1207, 0.001000
1208, 0.001000
1209, 0.001000
1210, 0.001000
1211, 0.001000
1212, 0.001000
1213, 0.001000
1214, 0.001000
1215, 0.001000
1216, 0.000000
1217, 0.001000
1218, 0.001000
1219, 0.001000
1220, 0.001000
1221, 0.001000
1222, 0.001000
1223, 0.001000
1224, 0.001000
1225, 0.001000
1226, 0.001000
1227, 0.001000
1228, 0.000000
1229, 0.001000
1230, 0.001000
1231, 0.001000
1232, 0.001000
1233, 0.001000
1234, 0.001000
1235, 0.001000
1236, 0.001000
1237, 0.001000
1238, 0.001000
1239, 0.001000
1240, 0.001000
1241, 0.000000
1242, 0.001000
1243, 0.001000
1244, 0.001000
1245, 0.001000
1246, 0.001000
1247, 0.001000
1248, 0.001000
1249, 0.001000
1250, 0.001000
1251, 0.001000
1252, 0.001000
1253, 0.000000
1254, 0.001000
1255, 0.001000
1256, 0.001000
1257, 0.001000
1258, 0.001000
1259, 0.001000
1260, 0.001000
1261, 0.001000
1262, 0.001000
1263, 0.001000
1264, 0.000000
1265, 0.001000
1266, 0.001000
1267, 0.001000
1268, 0.001000
1269, 0.001000
1270, 0.001000
1271, 0.001000
1272, 0.001000
1273, 0.001000
1274, 0.001000
1275, -0.000000
1276, 0.001000
1277, 0.001000
1278, 0.001000
1279, 0.001000
1280, 0.001000
1281, 0.001000
1282, 0.001000
1283, 0.001000
1284, 0.001000
1285, 0.001000
1286, 0.001000
1287, -0.000000
1288, 0.001000
1289, 0.001000
1290, 0.001000
1291, 0.001000
1292, 0.001000
1293, 0.001000
1294, -0.000000
1295, 0.001000
1296, 0.001000
1297, 0.001000
1298, 0.001000
1299, 0.001000
1300, 0.001000
1301, 0.001000
1302, 0.001000
1303, 0.001000
1304, 0.000000
1305, 0.001000
1306, 0.001000
1307, 0.001000
1308, 0.001000
1309, 0.001000
1310, 0.001000
1311, 0.001000
1312, 0.001000
1313, -0.000000
1314, 0.001000
1315, 0.001000
1316, 0.001000
1317, 0.001000
1318, 0.001000
1319, 0.001000
1320, 0.001000
1321, 0.001000
1322, 0.001000
1323, -0.000000
1324, 0.001000
1325, 0.001000
1326, 0.001000
1327, 0.001000
1328, 0.001000
1329, 0.001000
1330, 0.001000
1331, 0.001000
1332, 0.001000
1333, 0.001000
1334, -0.000000
1335, 0.001000
1336, 0.001000
1337, 0.001000
1338, 0.001000
1339, 0.001000
1340, 0.001000
1341, 0.001000
1342, 0.001000
1343, 0.001000
1344, 0.000000
1345, 0.002000
1346, -0.000000
1347, 0.001000
1348, 0.001000
1349, 0.001000
1350, 0.001000
1351, 0.001000
1352, 0.001000
1353, 0.001000
1354, 0.001000
1355, 0.001000
1356, -0.000000
1357, 0.001000
1358, 0.001000
1359, 0.001000
1360, 0.001000
1361, 0.001000
1362, 0.001000
1363, 0.001000
1364, 0.001000
1365, 0.001000
1366, 0.000000
1367, 0.001000
1368, 0.001000
1369, 0.001000
1370, 0.001000
1371, 0.001000
1372, 0.001000
1373, 0.001000
1374, 0.001000
1375, 0.001000
1376, 0.001000
1377, 0.000000
1378, 0.001000
1379, 0.001000
1380, 0.001000
1381, 0.001000
1382, 0.001000
1383, 0.001000
1384, 0.001000
1385, 0.001000
1386, -0.000000
1387, 0.001000
1388, 0.001000
1389, 0.001000
1390, 0.001000
1391, 0.001000
1392, 0.001000
1393, 0.001000
1394, 0.001000
1395, 0.000000
1396, 0.002000
1397, 0.001000
1398, 0.001000
1399, 0.001000
1400, 0.001000
1401, 0.001000
1402, 0.000000
1403, 0.001000
1404, 0.001000
1405, 0.001000
1406, 0.001000
1407, 0.001000
1408, 0.001000
1409, 0.001000
1410, 0.001000
1411, -0.000000
1412, 0.001000
1413, 0.001000
1414, 0.001000
1415, 0.001000
1416, 0.001000
1417, 0.001000
1418, 0.001000
1419, 0.001000
1420, 0.001000
1421, -0.000000
1422, 0.001000
1423, 0.001000
1424, 0.001000
1425, 0.001000
1426, 0.001000
1427, 0.001000
1428, 0.001000
1429, 0.001000
1430, 0.001000
1431, 0.000000
1432, 0.001000
1433, 0.001000
1434, 0.001000
1435, 0.001000
1436, 0.001000
1437, 0.001000
1438, 0.001000
1439, 0.001000
1440, 0.001000
1441, 0.000000
1442, 0.001000
1443, 0.001000
1444, 0.001000
1445, 0.001000
1446, 0.001000
1447, 0.001000
1448, 0.001000
1449, 0.001000
1450, 0.001000
1451, -0.000000
1452, 0.001000
1453, 0.001000
1454, 0.001000
1455, 0.001000
1456, 0.001000
1457, 0.001000
1458, 0.001000
1459, 0.001000
1460, 0.001000
1461, -0.000000
1462, 0.001000
1463, 0.001000
1464, 0.001000
1465, 0.001000
1466, 0.001000
1467, 0.001000
1468, 0.001000
1469, 0.001000
1470, 0.001000
1471, 0.000000
1472, 0.001000
1473, 0.001000
1474, 0.001000
1475, 0.001000
1476, 0.001000
1477, 0.001000
1478, 0.001000
1479, 0.001000
1480, 0.001000
1481, 0.000000
1482, 0.000000
1483, 0.001000
1484, 0.001000
1485, 0.001000
1486, 0.001000
1487, 0.001000
1488, 0.001000
1489, 0.001000
1490, 0.001000
1491, 0.001000
1492, 0.001000
1493, 0.001000
1494, 0.001000
1495, 0.001000
1496, 0.002000
1497, 0.001000
1498, 0.001000
1499, 0.001000
1500, 0.001000
1501, 0.001000
1502, 0.001000
1503, 0.001000
1504, 0.001000
1505, 0.001000
1506, 0.001000
1507, 0.001000
1508, 0.001000
1509, 0.001000
1510, 0.001000
1511, 0.001000
1512, 0.001000
1513, 0.001000
1514, 0.002000
1515, 0.001000
1516, 0.001000
1517, 0.001000
1518, 0.001000
1519, 0.001000
1520, 0.000000
1521, 0.001000
1522, 0.001000
1523, 0.001000
1524, 0.001000
1525, 0.001000
1526, 0.001000
1527, 0.001000
1528, 0.001000
1529, 0.001000
1530, 0.001000
1531, 0.000000
1532, 0.001000
1533, 0.001000
1534, 0.001000
1535, 0.001000
1536, 0.001000
1537, 0.001000
1538, 0.001000
1539, 0.001000
1540, 0.001000
1541, -0.000000
1542, 0.001000
1543, 0.001000
1544, 0.001000
1545, 0.001000
1546, 0.001000
1547, 0.001000
1548, 0.001000
1549, 0.001000
1550, 0.001000
1551, -0.000000
1552, 0.001000
1553, 0.001000
1554, 0.001000
1555, 0.001000
1556, 0.001000
1557, 0.001000
1558, 0.001000
1559, 0.001000
1560, 0.000000
1561, 0.001000
1562, 0.001000
1563, 0.001000
1564, 0.001000
1565, 0.001000
1566, 0.001000
1567, 0.001000
1568, 0.001000
1569, 0.001000
1570, -0.000000
1571, 0.001000
1572, 0.001000
1573, 0.001000
1574, 0.001000
1575, 0.001000
1576, 0.001000
1577, 0.001000
1578, 0.001000
1579, 0.001000
1580, 0.001000
1581, -0.000000
1582, 0.001000
1583, 0.001000
1584, 0.001000
1585, 0.001000
1586, 0.001000
1587, 0.001000
1588, 0.001000
1589, 0.001000
1590, 0.001000
1591, 0.001000
1592, -0.000000
1593, 0.001000
1594, 0.001000
1595, 0.001000
1596, 0.001000
1597, 0.001000
1598, 0.001000
1599, 0.001000
1600, 0.001000
1601, 0.001000
1602, -0.000000
1603, 0.001000
1604, 0.001000
1605, 0.001000
1606, 0.001000
1607, 0.001000
1608, 0.001000
1609, 0.001000
1610, 0.001000
1611, 0.001000
1612, 0.000000
1613, 0.001000
1614, 0.001000
1615, 0.001000
1616, 0.001000
1617, 0.001000
1618, 0.001000
1619, 0.001000
1620, 0.001000
1621, -0.000000
1622, 0.000000
1623, 0.001000
1624, 0.001000
1625, 0.001000
1626, 0.001000
1627, 0.001000
1628, 0.001000
1629, 0.001000
1630, 0.001000
1631, 0.001000
1632, -0.000000
1633, 0.001000
1634, 0.001000
1635, 0.001000
1636, 0.001000
1637, 0.001000
1638, 0.001000
1639, 0.001000
1640, 0.001000
1641, 0.001000
1642, 0.001000
1643, -0.000000
1644, 0.001000
1645, 0.001000
1646, 0.001000
1647, 0.001000
1648, 0.001000
1649, 0.001000
1650, 0.001000
1651, 0.001000
1652, 0.000000
1653, 0.001000
1654, 0.001000
1655, 0.001000
1656, 0.001000
1657, 0.001000
1658, 0.001000
1659, 0.001000
1660, 0.001000
1661, -0.000000
1662, 0.001000
